knesset,name_he,cbs_semel,valid_votes,eligible,voters,right_bloc_votes,right_bloc_share,top_party,top_party_share,turnout,he_join_key,settlement_id
19,שעלבים,856,379,427,379,309,0.8153034300791556,טב,0.6358839050131926,0.8875878220140515,שעלבים,
19,כפר אביב,857,391,500,395,121,0.309462915601023,פה,0.26342710997442453,0.79,כפר אביב,
19,נווה ירק,858,681,823,683,128,0.18795888399412627,פה,0.39500734214390604,0.8298906439854192,נווה ירק,
19,כסלון,859,183,258,183,144,0.7868852459016393,מחל,0.3879781420765027,0.7093023255813954,כסלון,
19,גבע,86,377,502,379,15,0.03978779840848806,אמת,0.5862068965517241,0.7549800796812749,גבע,
19,רמת גן,8600,80182,122041,80862,30639,0.38211818113791124,מספר קלפי,0.37246514180239954,0.6625806081562754,רמת גן,
19,שדה אליעזר,861,371,535,372,171,0.4609164420485175,פה,0.25067385444743934,0.6953271028037383,שדה אליעזר,
19,גני יוחנן,862,386,506,387,141,0.36528497409326427,פה,0.24352331606217617,0.7648221343873518,גני יוחנן,
19,גינתון,863,464,595,471,118,0.2543103448275862,פה,0.3125,0.7915966386554621,גינתון,
19,בקוע,864,310,416,313,182,0.5870967741935483,מחל,0.3064516129032258,0.7524038461538461,בקוע,
19,שיבולים,865,197,262,198,163,0.8274111675126904,מחל,0.4416243654822335,0.7557251908396947,שיבולים,
19,יטבתה,866,397,620,400,23,0.05793450881612091,אמת,0.5591939546599496,0.6451612903225806,יטבתה,
19,אלוני יצחק,868,28,115,28,9,0.32142857142857145,אמת,0.32142857142857145,0.24347826086956523,אלוני יצחק,
19,גבעת השלושה,870,336,437,337,42,0.125,אמת,0.4107142857142857,0.7711670480549199,גבעת השלושה,
19,רעננה,8700,41153,60053,41381,15971,0.3880883532184774,פה,0.24411343036959637,0.6890746507251927,רעננה,
19,עינת,871,406,482,408,25,0.06157635467980296,אמת,0.3916256157635468,0.8464730290456431,עינת,
19,גאולי תימן,872,189,280,191,118,0.6243386243386243,מחל,0.37037037037037035,0.6821428571428572,גאולי תימן,
19,שלווה,873,222,339,223,211,0.9504504504504504,שס,0.35135135135135137,0.6578171091445427,שלווה,
19,מגדל העמק,874,12147,20169,12374,8419,0.693092944760023,מחל,0.4153288877912242,0.613515791561307,מגדל העמק,
19,מעטפות חיצוניות,875,212949,0,215789,109558,0.5144799928621407,מחל,0.2445656002141358,,מעטפות חיצוניות,
19,בית חירות,877,445,554,446,31,0.0696629213483146,אמת,0.3415730337078652,0.8050541516245487,בית חירות,
19,עין שריד,880,701,964,703,278,0.39657631954350925,פה,0.2239657631954351,0.729253112033195,עין שריד,
19,שפרעם,8800,12883,24165,13071,2180,0.16921524489637507,ו,0.3190250718000466,0.5409062693978895,שפרעם,
19,שדה בוקר,885,300,435,302,68,0.22666666666666666,אמת,0.4033333333333333,0.6942528735632184,שדה בוקר,
19,"כפר הרי""ף",888,400,534,400,101,0.2525,פה,0.2825,0.7490636704119851,כפר הרי ף,
19,כפר חסידים ב',889,90,124,92,62,0.6888888888888889,טב,0.37777777777777777,0.7419354838709677,כפר חסידים ב,
19,עין חרוד (איחוד),89,404,531,405,49,0.12128712871287128,אמת,0.49504950495049505,0.7627118644067796,עין חרוד איחוד,
19,כפר הנוער הדתי,890,29,57,29,27,0.9310344827586207,טב,0.4482758620689655,0.5087719298245614,כפר הנוער הדתי,
19,טמרה,8900,12928,18512,13021,637,0.04927289603960396,עם,0.4323174504950495,0.7033815903197925,טמרה,
19,עבדון,892,304,443,307,228,0.75,שס,0.3092105263157895,0.6930022573363431,עבדון,
19,חפצי-בה,90,295,408,296,20,0.06779661016949153,אמת,0.5728813559322034,0.7254901960784313,חפצי בה,
19,באר שבע,9000,85611,153103,86876,55529,0.6486199203373398,מספר קלפי,0.46965927275700553,0.5674349947421017,באר שבע,
19,נהריה,9100,27352,45654,27775,15662,0.5726089499853758,מחל,0.36977186311787075,0.6083804266876944,נהריה,
19,שבלי - אום אל-גנם,913,1453,3371,1481,238,0.16379903647625602,עם,0.258086717136958,0.43933550875111244,שבלי אום אל גנם,
19,ישע,916,169,240,170,71,0.42011834319526625,מחל,0.21301775147928995,0.7083333333333334,ישע,
19,עצמון שגב,917,587,775,587,92,0.1567291311754685,אמת,0.32538330494037476,0.7574193548387097,עצמון שגב,
19,גבעת ישעיהו,919,305,406,305,83,0.2721311475409836,אמת,0.22295081967213115,0.7512315270935961,גבעת ישעיהו,
19,גיניגר,92,361,495,363,46,0.12742382271468145,אמת,0.4376731301939058,0.7333333333333333,גיניגר,
19,בית שאן,9200,8312,13249,8393,6805,0.8186958614051973,מחל,0.35153994225216556,0.6334817722092233,בית שאן,
19,שער מנשה,921,10,122,11,4,0.4,אמת,0.2,0.09016393442622951,שער מנשה,
19,רכסים,922,4326,5102,4343,4003,0.925335182616736,ג,0.42741562644475267,0.851234809878479,רכסים,
19,זכרון יעקב,9300,10549,14218,10615,3973,0.37662337662337664,פה,0.23480898663380415,0.7465888310592207,זכרון יעקב,
19,מסעודין אל-עזאזמה,939,1853,5110,1904,39,0.021046950890447922,עם,0.6610901241230437,0.3726027397260274,מסעודין אל עזאזמה,
19,בלפוריה,94,249,328,249,87,0.3493975903614458,אמת,0.21285140562248997,0.7591463414634146,בלפוריה,
19,יהוד-מונוסון,9400,15556,21444,15687,6572,0.4224736436101826,מחל,0.26009256878374903,0.7315332960268607,יהוד מונוסון,
19,סואעד (חמרייה),942,73,95,73,17,0.2328767123287671,עם,0.6438356164383562,0.7684210526315789,סואעד חמרייה,
19,בסמת טבעון,944,1685,4367,1731,335,0.19881305637982197,עם,0.4688427299703264,0.3963819555759102,בסמת טבעון,
19,בית אלפא,95,435,617,439,31,0.07126436781609195,אמת,0.4068965517241379,0.7115072933549432,בית אלפא,
19,קרית ביאליק,9500,20714,33554,21019,9411,0.4543304045573042,מחל,0.3178043835087381,0.6264230792155928,קרית ביאליק,
19,הוזייל (שבט),956,191,879,194,8,0.041884816753926704,עם,0.675392670157068,0.22070534698521047,הוזייל שבט,
19,עוקבי (בנו עוקבה),957,134,209,134,6,0.04477611940298507,עם,0.7686567164179104,0.6411483253588517,עוקבי בנו עוקבה,
19,אבו עבדון (שבט),958,69,106,69,1,0.014492753623188406,עם,0.8695652173913043,0.6509433962264151,אבו עבדון שבט,
19,יגור,96,886,1276,890,75,0.08465011286681716,אמת,0.5033860045146726,0.6974921630094044,יגור,
19,אסד (שבט),960,83,381,85,11,0.13253012048192772,ד,0.3855421686746988,0.2230971128608924,אסד שבט,
19,קרית ים,9600,19071,35553,19441,11072,0.5805673535734885,מחל,0.42462377431702586,0.5468174275026018,קרית ים,
19,אבו רוקייק (שבט),961,999,3747,1021,32,0.03203203203203203,עם,0.8088088088088088,0.2724846543901788,אבו רוקייק שבט,
19,טובא-זנגריה,962,1171,3662,1211,206,0.17591801878736124,עם,0.3919726729291204,0.3306936100491535,טובא זנגריה,
19,אעצם (שבט),963,1243,3611,1269,26,0.02091713596138375,עם,0.7811745776347546,0.3514261977291609,אעצם שבט,
19,קודייראת א-צאנע(ש,964,298,1014,306,7,0.02348993288590604,עם,0.761744966442953,0.30177514792899407,קודייראת א צאנע ש,
19,אטרש (שבט),965,435,1534,442,208,0.4781609195402299,שס,0.4689655172413793,0.288135593220339,אטרש שבט,
19,אבו רובייעה (שבט),966,476,3095,488,55,0.11554621848739496,עם,0.5987394957983193,0.15767366720516962,אבו רובייעה שבט,
19,אבו ג'ווייעד (שבט,967,206,1443,217,10,0.04854368932038835,עם,0.8592233009708737,0.15038115038115038,אבו ג ווייעד שבט,
19,אבו קורינאת (שבט),968,650,2386,660,91,0.14,עם,0.7153846153846154,0.2766135792120704,אבו קורינאת שבט,
19,עטאוונה (שבט),969,29,124,29,0,0.0,צפ,0.5172413793103449,0.23387096774193547,עטאוונה שבט,
19,מרחביה (מושב),97,383,499,383,105,0.2741514360313316,פה,0.2741514360313316,0.7675350701402806,מרחביה מושב,
19,תראבין א-צאנע (שב,970,93,584,98,48,0.5161290322580645,שס,0.4838709677419355,0.1678082191780822,תראבין א צאנע שב,
19,הוד השרון,9700,27621,37040,27785,8386,0.3036095724267767,פה,0.29314651895297056,0.750134989200864,הוד השרון,
19,קוואעין (שבט),972,92,366,93,7,0.07608695652173914,ד,0.782608695652174,0.2540983606557377,קוואעין שבט,
19,זרזיר,975,2042,4308,2100,568,0.2781586679725759,עם,0.2948090107737512,0.48746518105849584,זרזיר,
19,ג'נאביב (שבט),976,110,293,114,1,0.00909090909090909,עם,0.6636363636363637,0.3890784982935154,ג נאביב שבט,
19,כעביה-טבאש-חג'אג',978,1603,2872,1627,576,0.3593262632563943,עם,0.27323767935121646,0.5665041782729805,כעביה טבאש חג אג,
19,"כפר מל""ל",98,224,279,225,48,0.21428571428571427,פה,0.32142857142857145,0.8064516129032258,כפר מל ל,
19,בנימינה-גבעת עדה,9800,6498,8695,6532,1895,0.29162819329024314,פה,0.25253924284395196,0.7512363427257044,בנימינה גבעת עדה,
19,ח'ואלד (שבט),986,53,151,53,14,0.2641509433962264,עם,0.6037735849056604,0.3509933774834437,ח ואלד שבט,
19,מצפה רמון,99,1984,3468,2036,1127,0.5680443548387096,מחל,0.3220766129032258,0.5870818915801614,מצפה רמון,
19,ראס עלי,990,177,302,179,6,0.03389830508474576,עם,0.536723163841808,0.5927152317880795,ראס עלי,
19,חמאם,993,364,941,370,170,0.46703296703296704,שס,0.4065934065934066,0.3931987247608927,חמאם,
19,מנשית זבדה,994,389,656,393,55,0.14138817480719795,עם,0.570694087403599,0.5990853658536586,מנשית זבדה,
19,רומת הייב,997,357,1099,382,158,0.4425770308123249,שס,0.2605042016806723,0.3475887170154686,רומת הייב,
19,ביר אל-מכסור,998,2247,5187,2286,303,0.1348464619492657,עם,0.3030707610146863,0.4407171775592828,ביר אל מכסור,
20,תירוש,10,215,306,218,186,0.8651162790697674,מחל,0.42790697674418604,0.7124183006535948,תירוש,
20,מבשרת ציון,1015,13946,18713,14018,5890,0.4223433242506812,מחל,0.3241789760504804,0.7491049003366643,מבשרת ציון,
20,מאיר שפיה,102,49,92,49,14,0.2857142857142857,אמת,0.30612244897959184,0.532608695652174,מאיר שפיה,
20,אור עקיבא,1020,9275,14611,9361,5726,0.6173584905660378,מחל,0.45477088948787064,0.6406816781876669,אור עקיבא,
20,חרוצים,1024,447,577,447,153,0.3422818791946309,אמת,0.319910514541387,0.7746967071057193,חרוצים,
20,תל עדשים,103,612,750,613,147,0.24019607843137256,אמת,0.4297385620915033,0.8173333333333334,תל עדשים,
20,שדרות,1031,10767,17460,10924,6778,0.6295161140521965,מחל,0.4285316244079131,0.6256586483390607,שדרות,
20,קרית מלאכי,1034,10742,16023,10897,6741,0.6275367715509216,מחל,0.40923477937069447,0.6800848779878924,קרית מלאכי,
20,מזרע,104,475,655,477,19,0.04,אמת,0.5831578947368421,0.7282442748091603,מזרע,
20,נצאצרה (שבט),1041,147,349,152,3,0.02040816326530612,ודעם,0.9455782312925171,0.4355300859598854,נצאצרה שבט,
20,גיזו,1043,102,127,102,48,0.47058823529411764,מחל,0.38235294117647056,0.8031496062992126,גיזו,
20,יעף,1044,124,143,124,26,0.20967741935483872,אמת,0.3467741935483871,0.8671328671328671,יעף,
20,שתולה,1045,161,225,161,89,0.5527950310559007,מחל,0.3416149068322981,0.7155555555555555,שתולה,
20,אוהד,1046,186,243,187,74,0.3978494623655914,אמת,0.3279569892473118,0.7695473251028807,אוהד,
20,חזון,1047,214,272,215,180,0.8411214953271028,מחל,0.5327102803738317,0.7904411764705882,חזון,
20,בית חשמונאי,1050,1083,1365,1087,379,0.34995383194829177,אמת,0.31948291782086796,0.7963369963369963,בית חשמונאי,
20,תלמי אליהו,1051,157,241,158,74,0.4713375796178344,מחל,0.3057324840764331,0.6556016597510373,תלמי אליהו,
20,קטורה,1052,225,447,225,19,0.08444444444444445,אמת,0.4888888888888889,0.5033557046979866,קטורה,
20,תל שבע,1054,3602,7714,3660,91,0.02526374236535258,ודעם,0.9031093836757357,0.4744620171117449,תל שבע,
20,נווה זוהר,1057,40,71,40,18,0.45,מחל,0.35,0.5633802816901409,נווה זוהר,
20,שדה ניצן,1058,180,323,180,26,0.14444444444444443,אמת,0.6111111111111112,0.5572755417956656,שדה ניצן,
20,כסיפה,1059,3193,6660,3249,97,0.030378953961791418,ודעם,0.8105230191042906,0.48783783783783785,כסיפה,
20,כפר גדעון,106,130,167,130,83,0.6384615384615384,ג,0.3153846153846154,0.7784431137724551,כפר גדעון,
20,לקיה,1060,2650,6012,2696,51,0.019245283018867923,ודעם,0.9132075471698113,0.44843646041250834,לקיה,
20,נצרת עילית,1061,22114,39087,22586,7342,0.33200687347381747,מחל,0.27376322691507643,0.5778391792667639,נצרת עילית,
20,מעלות-תרשיחא,1063,11563,17628,11769,4385,0.3792268442445732,מחל,0.2341952780420306,0.6676310415248469,מעלות תרשיחא,
20,אמירים,1064,382,509,384,56,0.14659685863874344,אמת,0.4293193717277487,0.7544204322200393,אמירים,
20,זמרת,1065,228,277,229,100,0.43859649122807015,קץ,0.4956140350877193,0.8267148014440433,זמרת,
20,"בני עי""ש",1066,3972,5747,4047,1773,0.44637462235649544,מחל,0.3159617321248741,0.7041934922568297,בני עי ש,
20,"דוב""ב",1067,217,344,217,170,0.783410138248848,מחל,0.5944700460829493,0.6308139534883721,דוב ב,
20,אדמית,1068,160,292,160,13,0.08125,מרצ,0.28125,0.547945205479452,אדמית,
20,רם-און,1069,456,572,459,57,0.125,אמת,0.6052631578947368,0.8024475524475524,רם און,
20,כפר סילבר,107,51,91,51,24,0.47058823529411764,מחל,0.27450980392156865,0.5604395604395604,כפר סילבר,
20,אביעזר,1070,406,495,406,191,0.47044334975369456,מחל,0.32019704433497537,0.8202020202020202,אביעזר,
20,נווה מיכאל,1071,278,363,279,192,0.6906474820143885,מחל,0.460431654676259,0.768595041322314,נווה מיכאל,
20,גן הדרום,1072,264,304,264,74,0.2803030303030303,אמת,0.375,0.868421052631579,גן הדרום,
20,גבעת שפירא,1077,173,210,174,21,0.12138728323699421,אמת,0.47398843930635837,0.8285714285714286,גבעת שפירא,
20,צפרירים,1079,204,282,205,68,0.3333333333333333,אמת,0.27450980392156865,0.7269503546099291,צפרירים,
20,מבועים,1080,610,835,611,308,0.5049180327868853,מחל,0.380327868852459,0.7317365269461078,מבועים,
20,אבן מנחם,1081,198,266,199,131,0.6616161616161617,מחל,0.46464646464646464,0.7481203007518797,אבן מנחם,
20,מעגלים,1082,746,901,746,541,0.725201072386059,מחל,0.4772117962466488,0.827968923418424,מעגלים,
20,תושיה,1083,227,260,227,166,0.7312775330396476,טב,0.43612334801762115,0.8730769230769231,תושיה,
20,בן שמן (כפר נוער),1084,167,237,167,18,0.10778443113772455,אמת,0.39520958083832336,0.7046413502109705,בן שמן כפר נוער,
20,כרם שלום,1085,48,95,48,12,0.25,אמת,0.375,0.5052631578947369,כרם שלום,
20,כרם יבנה (ישיבה),1094,147,162,147,92,0.6258503401360545,טב,0.5170068027210885,0.9074074074074074,כרם יבנה ישיבה,
20,כפר מימון,1095,303,355,303,256,0.8448844884488449,טב,0.570957095709571,0.8535211267605634,כפר מימון,
20,מרכז שפירא,1098,1162,1374,1163,921,0.7925989672977625,טב,0.5197934595524957,0.846433770014556,מרכז שפירא,
20,"ניר ח""ן",11,261,359,262,89,0.34099616858237547,אמת,0.32950191570881227,0.7298050139275766,ניר ח ן,
20,צוקי ים,1102,124,163,124,27,0.21774193548387097,אמת,0.49193548387096775,0.7607361963190185,צוקי ים,
20,גני הדר,1103,186,229,187,29,0.15591397849462366,אמת,0.478494623655914,0.8165938864628821,גני הדר,
20,פוריה - כפר עבודה,1104,185,267,185,104,0.5621621621621622,מחל,0.4486486486486487,0.6928838951310862,פוריה כפר עבודה,
20,פוריה - נווה עובד,1105,614,920,620,415,0.6758957654723127,מחל,0.5162866449511401,0.6739130434782609,פוריה נווה עובד,
20,אומן,1108,177,299,177,105,0.5932203389830508,מחל,0.480225988700565,0.5919732441471572,אומן,
20,חבר,1110,167,235,169,82,0.49101796407185627,מחל,0.3413173652694611,0.7191489361702128,חבר,
20,יודפת,1112,373,466,374,26,0.06970509383378017,אמת,0.6005361930294906,0.8025751072961373,יודפת,
20,צור הדסה,1113,2963,3779,2970,1053,0.3553830577117786,אמת,0.2733715828552143,0.7859222016406456,צור הדסה,
20,שריגים (לי-און),1114,529,708,530,98,0.18525519848771266,אמת,0.4007561436672968,0.748587570621469,שריגים לי און,
20,אביבים,1115,228,336,230,197,0.8640350877192983,מחל,0.6140350877192983,0.6845238095238095,אביבים,
20,כפר חסידים א',112,392,501,393,190,0.4846938775510204,טב,0.24489795918367346,0.7844311377245509,כפר חסידים א,
20,אדרת,1123,381,498,383,298,0.7821522309711286,מחל,0.5065616797900262,0.7690763052208835,אדרת,
20,נאות הכיכר,1124,136,198,136,16,0.11764705882352941,אמת,0.5514705882352942,0.6868686868686869,נאות הכיכר,
20,אלמגור,1125,197,240,197,11,0.05583756345177665,אמת,0.6395939086294417,0.8208333333333333,אלמגור,
20,אילות,1126,165,266,166,21,0.12727272727272726,אמת,0.6,0.6240601503759399,אילות,
20,מעלה גלבוע,1127,249,303,250,144,0.5783132530120482,טב,0.43373493975903615,0.8250825082508251,מעלה גלבוע,
20,מי עמי,1128,188,225,189,9,0.047872340425531915,אמת,0.5531914893617021,0.84,מי עמי,
20,גרופית,1129,185,293,187,26,0.14054054054054055,אמת,0.5405405405405406,0.6382252559726962,גרופית,
20,אדירים,113,160,209,163,141,0.88125,שס,0.36875,0.7799043062200957,אדירים,
20,כפר רוזנואלד (זרע,1130,148,198,148,96,0.6486486486486487,מחל,0.46621621621621623,0.7474747474747475,כפר רוזנואלד זרע,
20,שניר,1132,299,399,299,26,0.08695652173913043,אמת,0.5451505016722408,0.7493734335839599,שניר,
20,ורדון,1133,148,185,150,69,0.46621621621621623,מחל,0.32432432432432434,0.8108108108108109,ורדון,
20,צוחר,1136,269,397,271,145,0.5390334572490706,מחל,0.4163568773234201,0.6826196473551638,צוחר,
20,קרית יערים,1137,1800,2388,1823,1609,0.8938888888888888,ג,0.6933333333333334,0.7634003350083752,קרית יערים,
20,יעד,1138,414,527,415,17,0.04106280193236715,אמת,0.5772946859903382,0.7874762808349146,יעד,
20,כרמיאל,1139,24727,39888,25162,9328,0.37723945484692845,מחל,0.270311804909613,0.6308162855996791,כרמיאל,
20,מדרשת בן גוריון,1140,733,974,736,82,0.11186903137789904,אמת,0.48840381991814463,0.75564681724846,מדרשת בן גוריון,
20,מבוא מודיעים,1141,122,186,122,91,0.7459016393442623,טב,0.319672131147541,0.6559139784946236,מבוא מודיעים,
20,אלומה,1145,270,305,270,252,0.9333333333333333,שס,0.6037037037037037,0.8852459016393442,אלומה,
20,עלומים,1146,262,345,262,214,0.816793893129771,טב,0.5916030534351145,0.7594202898550725,עלומים,
20,נטועה,1147,181,223,182,107,0.5911602209944752,מחל,0.3149171270718232,0.8161434977578476,נטועה,
20,צור נתן,1148,169,215,171,58,0.3431952662721893,אמת,0.3136094674556213,0.7953488372093023,צור נתן,
20,עזר,1149,497,641,498,146,0.2937625754527163,אמת,0.2535211267605634,0.7769110764430577,עזר,
20,חופית,115,551,703,552,55,0.0998185117967332,אמת,0.5716878402903811,0.7852062588904695,חופית,
20,צופר,1150,247,312,248,18,0.0728744939271255,אמת,0.680161943319838,0.7948717948717948,צופר,
20,פארן,1151,270,363,271,19,0.07037037037037037,אמת,0.737037037037037,0.7465564738292011,פארן,
20,אשלים,1152,227,303,227,53,0.23348017621145375,אמת,0.33480176211453744,0.7491749174917491,אשלים,
20,כישור,1153,84,107,84,12,0.14285714285714285,אמת,0.5238095238095238,0.7850467289719626,כישור,
20,מגן שאול,1155,258,342,260,140,0.5426356589147286,מחל,0.4689922480620155,0.7602339181286549,מגן שאול,
20,סמר,1156,192,294,193,16,0.08333333333333333,אמת,0.4270833333333333,0.6564625850340136,סמר,
20,אחווה,1157,145,179,145,27,0.18620689655172415,אמת,0.42758620689655175,0.8100558659217877,אחווה,
20,יהל,1158,102,204,102,10,0.09803921568627451,אמת,0.5490196078431373,0.5,יהל,
20,שכניה,1160,389,523,389,55,0.14138817480719795,אמת,0.480719794344473,0.7437858508604207,שכניה,
20,רהט,1161,15245,26511,15422,185,0.012135126270908495,ודעם,0.8863233847163005,0.5817207951416393,רהט,
20,בית רימון,1162,241,283,241,190,0.7883817427385892,טב,0.6348547717842323,0.8515901060070671,בית רימון,
20,מורן,1163,235,300,237,32,0.13617021276595745,אמת,0.4851063829787234,0.79,מורן,
20,שילת,1165,351,415,351,43,0.1225071225071225,אמת,0.4757834757834758,0.8457831325301205,שילת,
20,כפר רות,1166,156,180,156,40,0.2564102564102564,אמת,0.30128205128205127,0.8666666666666667,כפר רות,
20,קיסריה,1167,2848,4228,2859,785,0.2756320224719101,אמת,0.37640449438202245,0.6762062440870388,קיסריה,
20,הוואשלה (שבט),1169,515,1264,521,2,0.003883495145631068,ודעם,0.883495145631068,0.41218354430379744,הוואשלה שבט,
20,סייד (שבט),1170,655,1587,659,37,0.05648854961832061,ודעם,0.7877862595419848,0.4152488972904852,סייד שבט,
20,לוטם,1171,316,413,318,16,0.05063291139240506,אמת,0.5063291139240507,0.7699757869249395,לוטם,
20,תובל,1172,223,323,223,8,0.03587443946188341,אמת,0.4349775784753363,0.6904024767801857,תובל,
20,לפידות,1173,93,126,93,43,0.46236559139784944,כ,0.27956989247311825,0.7380952380952381,לפידות,
20,מנוף,1174,416,555,416,19,0.04567307692307692,אמת,0.59375,0.7495495495495496,מנוף,
20,עידן,1175,173,259,173,32,0.18497109826589594,אמת,0.5491329479768786,0.667953667953668,עידן,
20,ספיר,1176,196,282,197,64,0.32653061224489793,אמת,0.336734693877551,0.6985815602836879,ספיר,
20,טללים,1177,141,181,143,37,0.2624113475177305,אמת,0.41134751773049644,0.7900552486187845,טללים,
20,מורשת,1178,701,818,703,632,0.9015691868758916,טב,0.7161198288159771,0.8594132029339854,מורשת,
20,קורנית,1179,444,570,444,44,0.0990990990990991,אמת,0.5022522522522522,0.7789473684210526,קורנית,
20,צביה,1180,179,233,179,9,0.05027932960893855,אמת,0.48044692737430167,0.7682403433476395,צביה,
20,טל-אל,1181,608,769,612,154,0.2532894736842105,אמת,0.35526315789473684,0.7958387516254877,טל אל,
20,אלון הגליל,1182,553,702,553,35,0.06329113924050633,אמת,0.6130198915009042,0.7877492877492878,אלון הגליל,
20,כליל,1183,280,359,281,11,0.039285714285714285,אמת,0.425,0.7827298050139275,כליל,
20,מתת,1184,106,147,110,12,0.11320754716981132,מרצ,0.39622641509433965,0.7482993197278912,מתת,
20,הושעיה,1186,934,1200,934,685,0.7334047109207709,טב,0.5289079229122056,0.7783333333333333,הושעיה,
20,אשחר,1188,380,488,382,149,0.39210526315789473,אמת,0.26052631578947366,0.7827868852459017,אשחר,
20,מצפה נטופה,1190,439,551,440,334,0.7608200455580866,טב,0.5580865603644647,0.7985480943738656,מצפה נטופה,
20,בר יוחאי,1191,336,423,337,260,0.7738095238095238,טב,0.35119047619047616,0.7966903073286052,בר יוחאי,
20,ערערה-בנגב,1192,3701,6558,3773,70,0.01891380707916779,ודעם,0.9011078087003512,0.5753278438548338,ערערה בנגב,
20,ניצנה (קהילת חינו,1195,74,176,75,21,0.28378378378378377,אמת,0.36486486486486486,0.42613636363636365,ניצנה קהילת חינו,
20,נאות סמדר,1197,201,333,201,28,0.13930348258706468,אמת,0.48756218905472637,0.6036036036036037,נאות סמדר,
20,כרמים,1198,95,124,95,25,0.2631578947368421,אמת,0.42105263157894735,0.7661290322580645,כרמים,
20,עדי,1199,1082,1348,1082,234,0.21626617375231053,אמת,0.400184842883549,0.8026706231454006,עדי,
20,מודיעין-מכבים-רעו,1200,43830,54689,43995,15458,0.35268081222906683,אמת,0.29055441478439425,0.8044579348680722,מודיעין מכבים רעו,
20,כמון,1201,386,472,389,42,0.10880829015544041,אמת,0.5544041450777202,0.8241525423728814,כמון,
20,מכמנים,1202,213,268,213,25,0.11737089201877934,אמת,0.5070422535211268,0.7947761194029851,מכמנים,
20,הררית,1203,197,249,199,23,0.116751269035533,אמת,0.4517766497461929,0.7991967871485943,הררית,
20,גילון,1204,671,860,672,96,0.14307004470938897,אמת,0.481371087928465,0.7813953488372093,גילון,
20,מנות,1205,239,317,241,121,0.5062761506276151,מחל,0.40585774058577406,0.7602523659305994,מנות,
20,גיתה,1206,133,184,134,39,0.2932330827067669,אמת,0.2781954887218045,0.7282608695652174,גיתה,
20,לבון,1207,281,347,283,60,0.21352313167259787,אמת,0.42704626334519574,0.8155619596541787,לבון,
20,הילה,1208,342,442,343,27,0.07894736842105263,אמת,0.5350877192982456,0.7760180995475113,הילה,
20,חרשים,1209,143,192,143,5,0.03496503496503497,אמת,0.46153846153846156,0.7447916666666666,חרשים,
20,כחל,1210,221,294,221,31,0.14027149321266968,אמת,0.48868778280542985,0.7517006802721088,כחל,
20,קדרים,1211,87,127,87,11,0.12643678160919541,אמת,0.4942528735632184,0.6850393700787402,קדרים,
20,עמוקה,1212,104,153,105,13,0.125,אמת,0.5096153846153846,0.6862745098039216,עמוקה,
20,טפחות,1214,188,241,188,163,0.8670212765957447,מחל,0.4627659574468085,0.7800829875518672,טפחות,
20,גורנות הגליל,1219,107,159,107,57,0.5327102803738317,מחל,0.32710280373831774,0.6729559748427673,גורנות הגליל,
20,רמת ישי,122,4196,5433,4213,1152,0.27454718779790277,אמת,0.37225929456625356,0.7754463464016197,רמת ישי,
20,אבירים,1220,122,160,123,13,0.10655737704918032,אמת,0.39344262295081966,0.76875,אבירים,
20,צורית,1221,463,567,464,65,0.14038876889848811,אמת,0.5205183585313174,0.818342151675485,צורית,
20,"מצפה אבי""ב",1222,492,610,492,67,0.13617886178861788,אמת,0.4491869918699187,0.8065573770491803,מצפה אבי ב,
20,שדי אברהם,1223,165,226,166,37,0.22424242424242424,אמת,0.4484848484848485,0.7345132743362832,שדי אברהם,
20,כוכב יאיר,1224,6075,7776,6092,1674,0.27555555555555555,אמת,0.3958847736625514,0.7834362139917695,כוכב יאיר,
20,יובלים,1226,777,943,778,54,0.0694980694980695,אמת,0.5752895752895753,0.8250265111346765,יובלים,
20,יתד,1227,178,235,178,79,0.4438202247191011,מחל,0.3202247191011236,0.7574468085106383,יתד,
20,רקפת,1228,537,629,537,71,0.13221601489757914,אמת,0.5176908752327747,0.8537360890302067,רקפת,
20,כלנית,1229,131,172,132,107,0.816793893129771,מחל,0.648854961832061,0.7674418604651163,כלנית,
20,לבנים,1230,222,315,222,81,0.36486486486486486,אמת,0.2927927927927928,0.7047619047619048,לבנים,
20,פרי גן,1231,114,152,114,55,0.4824561403508772,מחל,0.3333333333333333,0.75,פרי גן,
20,יבול,1232,179,221,179,46,0.2569832402234637,אמת,0.3854748603351955,0.8099547511312217,יבול,
20,שקף,1233,273,317,274,98,0.358974358974359,אמת,0.304029304029304,0.8643533123028391,שקף,
20,קבועה (שבט),1234,203,616,206,7,0.034482758620689655,ודעם,0.6157635467980296,0.3344155844155844,קבועה שבט,
20,שורשים,1235,271,358,273,57,0.21033210332103322,אמת,0.5018450184501845,0.7625698324022346,שורשים,
20,נירית,1236,774,948,774,75,0.09689922480620156,אמת,0.49483204134366926,0.8164556962025317,נירית,98.0
20,תלמי יוסף,1237,166,237,166,36,0.21686746987951808,אמת,0.4457831325301205,0.70042194092827,תלמי יוסף,
20,סופה,1238,144,192,144,14,0.09722222222222222,אמת,0.5555555555555556,0.75,סופה,
20,חולית,1239,81,124,81,17,0.20987654320987653,אמת,0.38271604938271603,0.6532258064516129,חולית,
20,עין הבשור,1240,516,644,517,129,0.25,אמת,0.4127906976744186,0.8027950310559007,עין הבשור,
