settlement_id,name_en,name_he,type,source,regional_council,urban_pattern,dist_gl_km,elevation,year_established,pn_db_id,bt_gisid,lon,lat,status,cbs_semel,he_join_key
173,Ma'ale Yisrael,מעלה ישראל,Outpost,Peace Now,Shomron,Outpost,,,1997.0,283.0,,35.10414,32.115099,active,,מעלה ישראל
174,Ahiya,אחיה,Outpost,Peace Now,Binyamin,Outpost,,,1997.0,224.0,,35.327384,32.060513,active,,אחיה
175,Givat Barkai - Mizpe Jericho East,גבעת ברקאי - מצפה יריחו מזרח,Outpost,Peace Now,Binyamin,Outpost,,,1997.0,291.0,,35.401979,31.823026,active,,גבעת ברקאי מצפה יריחו מזרח
176,Bat Ayin East,בת עין מזרח,Outpost,Peace Now,Gush Etzion,Outpost,,,1998.0,235.0,,35.107815,31.65289,active,,בת עין מזרח
177,Lehavat Yitzhar,להבת יצהר,Outpost,Peace Now,Shomron,Outpost,,,1998.0,273.0,,35.246139,32.163212,active,,להבת יצהר
178,Mitzpe Yair,מצפה יאיר,Outpost,Peace Now,Har Hebron,Outpost,,,1998.0,289.0,,35.134714,31.383241,active,,מצפה יאיר
179,Nof Harim,נוף הרים,Outpost,Peace Now,Binyamin,Outpost,,,1998.0,299.0,,35.27893,32.075592,active,,נוף הרים
180,Givat Hahish,"גבעת החי""ש",Outpost,Peace Now,Gush Etzion,Outpost,,,1998.0,246.0,,35.131328,31.655233,active,,גבעת החי ש
181,Bracha A,ברכה א,Outpost,Peace Now,Shomron,Outpost,,,1998.0,352.0,,35.254789,32.192829,active,,ברכה א
182,Yanukh Hill 836,גבעת ינוח 836,Outpost,Peace Now,Shomron,Outpost,,,1998.0,241.0,,35.360554,32.165477,active,,גבעת ינוח 836
183,Mount Gideon Hill 851,הר גדעון גבעה 851,Outpost,Peace Now,Shomron,Outpost,,,1998.0,242.0,,35.337099,32.166424,active,,הר גדעון גבעה 851
184,Gva'ot Olam,גבעות עולם,Outpost,Peace Now,Shomron,Outpost,,,1998.0,243.0,,35.351898,32.159946,active,,גבעות עולם
185,Givat Harel,גבעת הראל,Outpost,Peace Now,Binyamin,Outpost,,,1998.0,247.0,,35.274044,32.058602,active,,גבעת הראל
186,Hahar,ההר,Outpost,Peace Now,Shomron,Outpost,,,1998.0,252.0,,35.084059,32.287291,active,,ההר
187,Adei Ad,עדי עד,Outpost,Peace Now,Binyamin,Outpost,,,1998.0,306.0,,35.334802,32.04018,active,,עדי עד
188,Hayovel,היובל,Outpost,Peace Now,Binyamin,Outpost,,,1998.0,254.0,,35.283895,32.070888,active,,היובל
189,Ahavat Hayim,אהבת חיים,Outpost,Peace Now,Binyamin,Outpost,,,1999.0,222.0,,35.341201,31.957796,active,,אהבת חיים
190,Alonei Shilo,אלוני שילה,Outpost,Peace Now,Karnei Shomron,Outpost,,,1999.0,226.0,,35.120487,32.163411,active,,אלוני שילה
191,Arnon Hill 777,גבעת ארנון 777,Outpost,Peace Now,Shomron,Outpost,,,1999.0,239.0,,35.368305,32.154887,active,,גבעת ארנון 777
192,Ma'ale Hagit,מעלה חגית,Outpost,Peace Now,Binyamin,Outpost,,,1999.0,282.0,,35.336649,31.850959,active,,מעלה חגית
193,Sneh Ya'akov,סנה יעקב,Outpost,Peace Now,Shomron,Outpost,,,1999.0,304.0,,35.26092,32.177646,active,,סנה יעקב
194,Alumot Farm Hill 782,חוות אלומות - גבעה 782,Outpost,Peace Now,Shomron,Outpost,,,1999.0,240.0,,35.331865,32.159516,active,,חוות אלומות גבעה 782
195,Magen Dan,מגן דן,Outpost,Peace Now,Elkana,Outpost,,,1999.0,276.0,,35.020413,32.108897,active,,מגן דן
196,Shalhevet Farm,אחוזת שלהבת,Outpost,Peace Now,Shomron,Outpost,,,1999.0,223.0,,35.222501,32.171931,active,,אחוזת שלהבת
197,Skali's Farm - Porat Yosef,החוה של סקאלי - פורת יוסף,Outpost,Peace Now,Shomron,Outpost,,,1999.0,329.0,,35.366319,32.216403,active,,החוה של סקאלי פורת יוסף
198,Mor Farm,חוות מור,Outpost,Peace Now,Har Hebron,Outpost,,,1999.0,262.0,,34.968229,31.37046,active,,חוות מור
199,Ma'aleh Shlomo,מעלה שלמה,Outpost,Peace Now,Binyamin,Outpost,,,1999.0,285.0,,35.344796,31.949352,active,,מעלה שלמה
200,Esh Kodesh,אש קודש,Outpost,Peace Now,Binyamin,Outpost,,,2000.0,229.0,,35.335783,32.064772,active,,אש קודש
201,Emek Dotan Farm,מעוז צבי (חוות עמק דותן),Outpost,Peace Now,Shomron,Outpost,,,2001.0,281.0,,35.164113,32.424023,active,,מעוז צבי חוות עמק דותן
202,Mitzpe Ha'ai,מצפה העי,Outpost,Peace Now,Binyamin,Outpost,,,2001.0,288.0,,35.229731,31.895618,active,,מצפה העי
203,Tko'a B-C,תקוע ב-ג,Outpost,Peace Now,Gush Etzion,Outpost,,,2001.0,318.0,,35.230475,31.644457,active,,תקוע ב ג
204,Neve Erez,נווה ארז,Outpost,Peace Now,Binyamin,Outpost,,,2001.0,297.0,,35.310363,31.864246,active,,נווה ארז
205,Derech Ha'avot,דרך האבות,Outpost,Peace Now,Gush Etzion,Outpost,,,2001.0,250.0,,35.13455,31.664842,active,,דרך האבות
206,Yair Farm,חוות יאיר,Outpost,Peace Now,Shomron,Outpost,,,2001.0,261.0,,35.105233,32.145652,active,,חוות יאיר
207,Mitzpe Kramim,מצפה כרמים,Outpost,Peace Now,Binyamin,Outpost,,,2001.0,292.0,,35.356661,31.958034,active,,מצפה כרמים
208,Jabel Artis,ג'בל ע'רטיס,Outpost,Peace Now,Beit El,Outpost,,,2001.0,237.0,,35.223137,31.940537,active,,ג בל ע רטיס
209,Mul Nevo Beit Hogla,מול נבו בית חגלה,Outpost,Peace Now,Jordan Valley,Outpost,,,2001.0,278.0,,35.506933,31.820793,active,,מול נבו בית חגלה
210,Avigayil,אביגיל,Outpost,Peace Now,Har Hebron,Outpost,,,2001.0,221.0,,35.140399,31.402505,active,,אביגיל
211,Tkuma Hill 725,גבעת תקומה 725,Outpost,Peace Now,Shomron,Outpost,,,2001.0,238.0,,35.238442,32.157564,active,,גבעת תקומה 725
212,Susiya - The Rujm Neighborhood/Givat Hachlil,סוסיא צפון מערב - שכונת הרוג'ום/גבעת חכליל,Outpost,Peace Now,Har Hebron,Outpost,,,2001.0,303.0,,35.109122,31.394702,active,,סוסיא צפון מערב שכונת הרוג ום/גבעת חכליל
213,Tzur Shalem,צור שלם,Outpost,Peace Now,Gush Etzion,Outpost,,,2001.0,312.0,,35.096885,31.605709,active,,צור שלם
214,Beit El East,בית אל מזרח,Outpost,Peace Now,Beit El,Outpost,,,2001.0,231.0,,35.23168,31.946258,active,,בית אל מזרח
215,Heruti,חרותי,Outpost,Peace Now,Binyamin,Outpost,,,2001.0,266.0,,35.185006,31.832577,active,,חרותי
216,Maon Farm,חוות מעון,Outpost,Peace Now,Har Hebron,Outpost,,,2001.0,263.0,,35.15966,31.408795,active,,חוות מעון
217,Yeshuv Hada't,ישוב הדעת - הבית האדום,Outpost,Peace Now,Binyamin,Outpost,,,2001.0,251.0,,35.340477,32.045896,active,,ישוב הדעת הבית האדום
218,Shaked Farm,חוות שקד,Outpost,Peace Now,Shomron,Outpost,,,2002.0,331.0,,35.240127,32.162677,active,,חוות שקד
219,Kochav Ya'akov West,כוכב יעקב מערב,Outpost,Peace Now,Binyamin,Outpost,,,2002.0,270.0,,35.233486,31.883295,active,,כוכב יעקב מערב
220,Karmei Doron,כרמי דורון,Outpost,Peace Now,Shomron,Outpost,,,2002.0,272.0,,35.128296,32.289348,active,,כרמי דורון
221,Ma'ale Rehav'am,מעלה רחבעם,Outpost,Peace Now,Gush Etzion,Outpost,,,2002.0,284.0,,35.257522,31.648737,active,,מעלה רחבעם
222,Mitzpe Lachish,מצפה לכיש - גבעת הבוסטר,Outpost,Peace Now,Har Hebron,Outpost,,,2002.0,293.0,,34.970185,31.496257,active,,מצפה לכיש גבעת הבוסטר
223,Granit Hill Alt. 468,גבעת גרניט נ.ג. 468,Outpost,Peace Now,Binyamin,Outpost,,,2002.0,328.0,,35.314288,31.819604,active,,גבעת גרניט נ ג 468
224,Asa'el,עשהאל,Outpost,Peace Now,Har Hebron,Outpost,,,2002.0,309.0,,35.042343,31.373761,active,,עשהאל
225,Ramat Gilad,רמת גלעד,Outpost,Peace Now,Karnei Shomron,Outpost,,,2002.0,315.0,,35.112789,32.179405,active,,רמת גלעד
226,Tko'a D,תקוע ד,Outpost,Peace Now,Gush Etzion,Outpost,,,2002.0,319.0,,35.238074,31.636487,active,,תקוע ד
227,Ancient Susiya Synagogue,"ביהכנ""ס העתיק סוסיא",Outpost,Peace Now,Har Hebron,Outpost,,,2002.0,230.0,,35.10361,31.406605,active,,ביהכנ ס העתיק סוסיא
228,Bat Ayin West,בת עין מערב,Outpost,Peace Now,Gush Etzion,Outpost,,,2002.0,236.0,,35.092086,31.6611,active,,בת עין מערב
229,Hakaron,הקרון,Outpost,Peace Now,Binyamin,Outpost,,,2002.0,256.0,,35.279588,32.069676,active,,הקרון
230,Haroeh,הרואה,Outpost,Peace Now,Binyamin,Outpost,,,2002.0,258.0,,35.261874,32.054337,active,,הרואה
231,Gilad Farm,חוות גלעד,Outpost,Peace Now,Shomron,Outpost,,,2002.0,260.0,,35.180199,32.200076,active,,חוות גלעד
232,Gal Outpost,מאחז גל,Outpost,Peace Now,Har Hebron,Outpost,,,2002.0,350.0,,35.125701,31.523303,active,,מאחז גל
233,Sde Boaz,שדה בועז,Outpost,Peace Now,Gush Etzion,Outpost,,,2002.0,298.0,,35.146809,31.693627,active,,שדה בועז
234,Mizpe Yitzhar,מצפה יצהר,Outpost,Peace Now,Shomron,Outpost,,,2002.0,290.0,,35.248983,32.156069,active,,מצפה יצהר
235,Givat Assaf,גבעת אסף,Outpost,Peace Now,Beit El,Outpost,,,2002.0,244.0,,35.247228,31.911278,active,,גבעת אסף
236,Kida,קידה,Outpost,Peace Now,Binyamin,Outpost,,,2003.0,313.0,,35.33894,32.048277,active,,קידה
237,Kochav Ya'akov East,כוכב יעקב מזרח,Outpost,Peace Now,Binyamin,Outpost,,,2003.0,269.0,,35.251408,31.877467,active,,כוכב יעקב מזרח
238,Mishpatei Aretz Inst.,מכון משפטי ארץ,Outpost,Peace Now,Binyamin,Outpost,,,2004.0,279.0,,35.25202,31.940002,active,,מכון משפטי ארץ
239,Ofra North East,עפרה צפון מזרח,Outpost,Peace Now,Binyamin,Outpost,,,2004.0,308.0,,35.267496,31.957865,active,,עפרה צפון מזרח
240,Bnei Adam,בני אדם,Outpost,Peace Now,Binyamin,Outpost,,,2004.0,232.0,,35.301353,31.843877,active,,בני אדם
241,Omer Farm - Einot Kedem,חוות עומר - עינות קדם,Outpost,Peace Now,Jordan Valley,Outpost,,,2005.0,264.0,,35.427913,31.927241,active,,חוות עומר עינות קדם
242,Maoz Ester,מעוז אסתר,Outpost,Peace Now,Binyamin,Outpost,,,2008.0,336.0,,35.344146,31.967354,active,,מעוז אסתר
243,Or HaOrot Hill 825,אור האורות גבעה 825,Outpost,Peace Now,Shomron,Outpost,,,2008.0,1210.0,,35.342321,32.165843,active,,אור האורות גבעה 825
244,Eretz Hamirdafim,ח'אן ארץ המרדפים,Outpost,Peace Now,Binyamin,Outpost,,,2012.0,1070.0,,35.355708,31.820129,active,,ח אן ארץ המרדפים
245,Kashuela Farm,חוות קשואלה,Outpost,Peace Now,Gush Etzion,Farm Outpost,,,2012.0,1066.0,,35.101451,31.675193,active,,חוות קשואלה
246,Nahalat Yossef,נחלת יוסף,Outpost,Peace Now,Shomron,Outpost,,,2012.0,340.0,,35.348488,32.225657,active,,נחלת יוסף
247,Zufim North,צופים צפון,Outpost,Peace Now,Shomron,Outpost,,,2012.0,356.0,,35.012652,32.202688,active,,צופים צפון
248,Tene Yarok Farm,חוות טנא ירוק דידי עמוסי,Outpost,Peace Now,Jordan Valley,Farm Outpost,,,2012.0,1155.0,,35.515614,32.336535,active,,חוות טנא ירוק דידי עמוסי
249,Itamar 573,איתמר 573,Outpost,Peace Now,Shomron,Farm Outpost,,,2013.0,327.0,,35.373459,32.144388,active,,איתמר 573
250,Arugot Farm,חוות ערוגות - מעלה עמוס מערב,Outpost,Peace Now,Gush Etzion,Outpost,,,2013.0,1064.0,,35.215873,31.599757,active,,חוות ערוגות מעלה עמוס מערב
251,Mitzpe Yair Farm,שפת המדבר - חוות מצפה יאיר (נתי שבו),Outpost,Peace Now,Har Hebron,Farm Outpost,,,2013.0,1156.0,,35.139071,31.384419,active,,שפת המדבר חוות מצפה יאיר נתי שבו
252,Hashkedim Farm,חוות השקדים אלון מורה,Outpost,Peace Now,Shomron,Farm Outpost,,,2014.0,1117.0,,35.33318,32.224975,active,,חוות השקדים אלון מורה
253,Kumi Uri,קומי אורי,Outpost,Peace Now,,Outpost,,,2014.0,1172.0,,35.236804,32.157813,active,,קומי אורי
254,Oz Vegaon,עוז וגאון,Outpost,Peace Now,Gush Etzion,Outpost,,,2014.0,1089.0,,35.13356,31.641507,active,,עוז וגאון
255,keidar South,קדר דרום - קדר הישנה,Outpost,Peace Now,Gush Etzion,Outpost,,,2014.0,347.0,,35.301578,31.746074,active,,קדר דרום קדר הישנה
256,Malachei HaShalom,מלאכי השלום,Outpost,Peace Now,Binyamin,Farm Outpost,,,2015.0,1072.0,,35.363438,32.023651,active,,מלאכי השלום
257,Mehula West - Neve Roim,שירת העשבים - נווה רועים,Outpost,Peace Now,Jordan Valley,Farm Outpost,,,2016.0,1068.0,,35.503758,32.36455,active,,שירת העשבים נווה רועים
258,Nof Gilad Farm - Um Zuka,"אום זוקא, חוות נוף גלעד",Outpost,Peace Now,Jordan Valley,Farm Outpost,,,2016.0,1069.0,,35.51909,32.289011,active,,"אום זוקא, חוות נוף גלעד"
259,Meged Shami'm,מגד שמים,Outpost,Peace Now,Shomron,Outpost,,,2016.0,1211.0,,35.244525,32.166206,active,,מגד שמים
260,Kedem Arava,קדם ערבה,Outpost,Peace Now,Megilot,Outpost,,,2017.0,1067.0,,35.498923,31.806608,active,,קדם ערבה
261,Shabtay's Farm,"החווה של שבתאי, חוות אברהם",Outpost,Peace Now,Har Hebron,Farm Outpost,,,2017.0,1074.0,,34.966772,31.368181,active,,"החווה של שבתאי, חוות אברהם"
262,Neve Achi,"נווה אח""י",Outpost,Peace Now,Binyamin,Outpost,,,2017.0,1073.0,,35.130973,32.008805,active,,נווה אח י
263,Homesh,חומש,Outpost,Peace Now,Shomron,Outpost,,,2017.0,333.0,,35.192455,32.30769,active,,חומש
264,Bentayim Farm,חוות בינתיים,Outpost,Peace Now,Jordan Valley,Farm Outpost,,,2018.0,1095.0,,35.50823,32.317917,active,,חוות בינתיים
265,Yetedot Farm,חוות יתדות - חוות גלעד דרום,Outpost,Peace Now,Shomron,Farm Outpost,,,2018.0,1097.0,,35.181981,32.190618,active,,חוות יתדות חוות גלעד דרום
266,Negohot Farm,חוות נגוהות,Outpost,Peace Now,Har Hebron,Farm Outpost,,,2018.0,1091.0,,34.972828,31.491369,active,,חוות נגוהות
267,Aeira Shachar,אעירה שחר (הבאלדים),Outpost,Peace Now,Binyamin,Outpost,,,2018.0,1082.0,,35.36764,31.951322,active,,אעירה שחר הבאלדים
268,Midbar Hever Farm,חוות מדבר חבר (חוות יוסף אור פני חבר),Outpost,Peace Now,Har Hebron,Farm Outpost,,,2018.0,1076.0,,35.164042,31.478528,active,,חוות מדבר חבר חוות יוסף אור פני חבר
269,Sde Efraim,חוות ראס כרכר (שדה אפרים),Outpost,Peace Now,Binyamin,Farm Outpost,,,2018.0,1083.0,,35.091403,31.93946,active,,חוות ראס כרכר שדה אפרים
270,Gadi Base,מחנה גדי,Outpost,Peace Now,Jordan Valley,Outpost,,,2018.0,1093.0,,35.486226,32.122814,active,,מחנה גדי
271,Kida East,קידה מזרח - כחלית,Outpost,Peace Now,Binyamin,Farm Outpost,,,2018.0,1096.0,,35.345302,32.051717,active,,קידה מזרח כחלית
272,Geulat Zion,גאולת ציון,Outpost,Peace Now,Binyamin,Outpost,,,2018.0,353.0,,35.323079,32.046158,active,,גאולת ציון
273,Adorayim,אדוריים,Outpost,Peace Now,Har Hebron,Outpost,,,2019.0,1132.0,,35.042662,31.484008,active,,אדוריים
274,Adis Elem Farm,חוות אדיס אלם,Outpost,Peace Now,Binyamin,Farm Outpost,,,2019.0,1137.0,,34.986705,31.836244,active,,חוות אדיס אלם
275,Eretz Hatzvi Farm - Nachliel,חוות ארץ הצבי - נחליאל,Outpost,Peace Now,Binyamin,Farm Outpost,,,2019.0,1125.0,,35.137577,31.971451,active,,חוות ארץ הצבי נחליאל
276,Meged Haaretz Farm,חוות מגד הארץ אבני חפץ,Outpost,Peace Now,Shomron,Farm Outpost,,,2019.0,1124.0,,35.065373,32.292534,active,,חוות מגד הארץ אבני חפץ
277,Mitzpe Kramim East,מצפה כרמים מזרח,Outpost,Peace Now,Binyamin,Farm Outpost,,,2019.0,1111.0,,35.36809,31.950281,active,,מצפה כרמים מזרח
278,Tkoa E,תקוע ה - חוות ספר המדבר,Outpost,Peace Now,Gush Etzion,Farm Outpost,,,2019.0,1094.0,,35.246269,31.632811,active,,תקוע ה חוות ספר המדבר
279,El Nave Farm,חוות אל נווה,Outpost,Peace Now,Shomron,Farm Outpost,,,2019.0,1114.0,,35.112117,32.43749,active,,חוות אל נווה
280,Mitzpe Hatora (Lechathila Farm),מצפה התורה (חוות לכתחילה),Outpost,Peace Now,Binyamin,Farm Outpost,,,2019.0,1104.0,,35.387035,31.824016,active,,מצפה התורה חוות לכתחילה
281,Rimonim North - Kol Dodi,רימונים צפון - קול דודי,Outpost,Peace Now,Binyamin,Farm Outpost,,,2019.0,1106.0,,35.342023,31.945755,active,,רימונים צפון קול דודי
282,Nofei Prat South B 324 (HaAlmot Farm),נופי פרת דרום גבעה 324 (חוות העלמות),Outpost,Peace Now,Binyamin,Farm Outpost,,,2019.0,1101.0,,35.318004,31.805516,active,,נופי פרת דרום גבעה 324 חוות העלמות
283,Susiya East,סוסיא מזרח (גבעת חנן),Outpost,Peace Now,Har Hebron,Farm Outpost,,,2019.0,1102.0,,35.122596,31.390265,active,,סוסיא מזרח גבעת חנן
284,Maskiyot South,משכיות דרום חוות ארץ שמש,Outpost,Peace Now,Jordan Valley,Farm Outpost,,,2019.0,1107.0,,35.49063,32.305111,active,,משכיות דרום חוות ארץ שמש
285,Shuv-Ya Megenzi Farm,נילי מערב - חוות שוב-יה מגנזי,Outpost,Peace Now,Binyamin,Farm Outpost,,,2019.0,1108.0,,35.164046,31.711615,active,,נילי מערב חוות שוב יה מגנזי
286,Rimonim - Neriya's Farm,חוות רימונים של נריה בן פזי,Outpost,Peace Now,Binyamin,Farm Outpost,,,2019.0,1116.0,,35.334906,31.925048,active,,חוות רימונים של נריה בן פזי
287,Halamish East - Yad Achi,יד אחי - חלמיש מזרח,Outpost,Peace Now,Binyamin,Farm Outpost,,,2019.0,1110.0,,35.145232,32.007038,active,,יד אחי חלמיש מזרח
288,Makhrour Outpsot,מאחז מחרור חוות נווה אורי,Outpost,Peace Now,Gush Etzion,Farm Outpost,,,2019.0,1109.0,,35.040041,31.960685,active,,מאחז מחרור חוות נווה אורי
289,Mitzpe Yehuda,מצפה יהודה (קידר מזרח) חוות צאן קדר,Outpost,Peace Now,Gush Etzion,Farm Outpost,,,2019.0,1112.0,,35.31916,31.735801,active,,מצפה יהודה קידר מזרח חוות צאן קדר
290,Beit Shmuel - Koko's Farm,חוות מרום שמואל-קוקו; (בית דג'ן גבעה 666),Outpost,Peace Now,Jordan Valley,Farm Outpost,,,2020.0,1126.0,,35.391165,32.205031,active,,חוות מרום שמואל קוקו; בית דג ן גבעה 666
291,Dorot Nahal Kana Farm,חוות דורות נחל קנה,Outpost,Peace Now,Shomron,Farm Outpost,,,2020.0,1135.0,,35.060035,32.133274,active,,חוות דורות נחל קנה
292,Pnei Kedem Farm,חוות פני קדם,Outpost,Peace Now,Gush Etzion,Farm Outpost,,,2020.0,1139.0,,35.200462,31.584741,active,,חוות פני קדם
293,Amihai South,עמיחי דרום (שומרי העמק),Outpost,Peace Now,Binyamin,Farm Outpost,,,2020.0,1115.0,,35.321908,32.039872,active,,עמיחי דרום שומרי העמק
294,Rashash Farm,חוות רשאש,Outpost,Peace Now,Jordan Valley,Farm Outpost,,,2020.0,1131.0,,35.40321,32.042057,active,,חוות רשאש
295,Um Zaituna,אום זיתונא (משק מן),Outpost,Peace Now,Har Hebron,Farm Outpost,,,2020.0,1122.0,,35.175978,31.416483,active,,אום זיתונא משק מן
296,Nahal Shilo Farm,חוות נחל שילה (ליד גבעת הראל),Outpost,Peace Now,Binyamin,Farm Outpost,,,2020.0,1130.0,,35.281241,32.047315,active,,חוות נחל שילה ליד גבעת הראל
297,Moshe's Farm,החווה של משה חוות עמק תרצה,Outpost,Peace Now,Jordan Valley,Farm Outpost,,,2020.0,1128.0,,35.418535,32.213452,active,,החווה של משה חוות עמק תרצה
298,New Micha Farm,החוה של מיכה חדשה - חוות גאון הירדן,Outpost,Peace Now,Binyamin,Farm Outpost,,,2020.0,1119.0,,35.354807,31.98574,active,,החוה של מיכה חדשה חוות גאון הירדן
299,Maale Ahuviya,מעלה אהוביה,Outpost,Peace Now,Binyamin,Farm Outpost,,,2020.0,1129.0,,35.331675,31.948902,active,,מעלה אהוביה
300,Asfar South Nahalat Avot,אספר דרום נחלת אבות,Outpost,Peace Now,Gush Etzion,Farm Outpost,,,2020.0,1118.0,,35.19319,31.578785,active,,אספר דרום נחלת אבות
301,Eden Farm,חוות עדן,Outpost,Peace Now,Gush Etzion,Farm Outpost,,,2021.0,1142.0,,35.062453,32.137596,active,,חוות עדן
302,Meitarim Farm,חוות מיתרים,Outpost,Peace Now,Har Hebron,Farm Outpost,,,2021.0,1133.0,,34.999298,31.363291,active,,חוות מיתרים
303,Evyatar,אביתר,Outpost,Peace Now,Shomron,Outpost,,,2021.0,1136.0,,35.274324,32.119378,active,,אביתר
304,Givat Hadegel Susiya,גבעת הדגל סוסיא,Outpost,Peace Now,Har Hebron,Farm Outpost,,,2021.0,1145.0,,35.10448,31.394806,active,,גבעת הדגל סוסיא
305,Mechora South - Yaya's Farm,מכורה דרום - החווה של יאיא,Outpost,Peace Now,Jordan Valley,Farm Outpost,,,2021.0,1159.0,,35.410722,32.142453,active,,מכורה דרום החווה של יאיא
306,Mevo'ot Jericho Farm,חוות מבואות יריחו,Outpost,Peace Now,Jordan Valley,Farm Outpost,,,2021.0,1143.0,,35.42096,31.90976,active,,חוות מבואות יריחו
307,Zohar Farm,החווה של זהר,Outpost,Peace Now,Jordan Valley,Farm Outpost,,,2021.0,1160.0,,35.383379,31.917193,active,,החווה של זהר
308,Ohavei Yah,אוהבי יה,Outpost,Peace Now,Gush Etzion,Outpost,,,2021.0,1161.0,,35.087008,31.658426,active,,אוהבי יה
309,Avia Farm,"חוות אבי""ה",Outpost,Peace Now,Shomron,Farm Outpost,,,2021.0,1173.0,,35.11089,32.45463,active,,חוות אבי ה
310,The farm in Yizhar,החווה ביצהר,Outpost,Peace Now,Shomron,Farm Outpost,,,2021.0,1212.0,,35.250855,32.162187,active,,החווה ביצהר
311,Pnei Kedem North Farm,חוות פני קדם צפון,Outpost,Peace Now,Gush Etzion,Farm Outpost,,,2021.0,1144.0,,35.193271,31.600264,active,,חוות פני קדם צפון
312,Yehuda Farm 2,חוות יהודה,Outpost,Peace Now,Har Hebron,Farm Outpost,,,2021.0,1141.0,,35.003173,31.386969,active,,חוות יהודה
313,Oz Zion,עוז ציון,Outpost,Peace Now,Binyamin,Outpost,,,2021.0,1158.0,,35.249386,31.908277,active,,עוז ציון
314,Ramat Migron,רמת מגרון,Outpost,Peace Now,Binyamin,Farm Outpost,,,2021.0,1157.0,,35.269659,31.88652,active,,רמת מגרון
315,Ori Ad,אורי עד,Outpost,Peace Now,Kedumim,Outpost,,,2022.0,1166.0,,35.159607,32.232762,active,,אורי עד
316,Shorashim Farm,חוות שורשים,Outpost,Peace Now,Har Hebron,Farm Outpost,,,2022.0,1176.0,,35.193314,31.436574,active,,חוות שורשים
317,Khasham Um Daraj,ח'שם אום דרג' מצפה מדרג,Outpost,Peace Now,Glilot,Outpost,,,2022.0,1174.0,,35.247827,31.442854,active,,ח שם אום דרג מצפה מדרג
318,Nahalat Zvi,נחלת צבי,Outpost,Peace Now,Binyamin,Outpost,,,2022.0,1175.0,,35.298885,31.870566,active,,נחלת צבי
319,Hagoshen South Farm,חוות הגושן דרום,Outpost,Peace Now,Jordan Valley,Farm Outpost,,,2022.0,1214.0,,35.540388,32.223787,active,,חוות הגושן דרום
320,Avihai Farm,חוות אביחי,Outpost,Peace Now,Binyamin,Farm Outpost,,,2023.0,1168.0,,35.032826,32.04677,active,,חוות אביחי
321,Or Meir,אור מאיר,Outpost,Peace Now,Binyamin,Outpost,,,2023.0,1180.0,,35.250422,31.934321,active,,אור מאיר
322,Gitit south - Jackson's Farm,גיתית דרום - החווה של ג'קסון,Outpost,Peace Now,Jordan Valley,Farm Outpost,,,2023.0,1181.0,,35.388259,32.089417,active,,גיתית דרום החווה של ג קסון
323,Seurim Farm - Emanuelle south,חוות שעורים - עמנואל דרום,Outpost,Peace Now,,Farm Outpost,,,2023.0,1187.0,,35.147686,32.153904,active,,חוות שעורים עמנואל דרום
324,Tekoa' F Harel Farm,חוות הראל - תקוע,Outpost,Peace Now,Gush Etzion,Farm Outpost,,,2023.0,1188.0,,35.249714,31.629806,active,,חוות הראל תקוע
325,Nahal Machoch farm,חוות נחל מכוך,Outpost,Peace Now,Binyamin,Farm Outpost,,,2023.0,1189.0,,35.335187,31.90755,active,,חוות נחל מכוך
326,Neve Erez South-Yinon's Farm,נווה ארז דרום - משכנות הראל,Outpost,Peace Now,Binyamin,Farm Outpost,,,2023.0,1190.0,,35.315264,31.857166,active,,נווה ארז דרום משכנות הראל
327,Mevo'ot Jericho West,מבואות יריחו מערב - נצח הראל,Outpost,Peace Now,Jordan Valley,Farm Outpost,,,2023.0,1192.0,,35.373813,31.908861,active,,מבואות יריחו מערב נצח הראל
328,Simhovitz Farm,"חוות אמונה - שמחוביץ, חוות שדה הראל",Outpost,Peace Now,,Farm Outpost,,,2023.0,1194.0,,35.123479,31.375273,active,,"חוות אמונה שמחוביץ, חוות שדה הראל"
329,Negohot North,נגוהות צפון - שכונת הכרם,Outpost,Peace Now,Har Hebron,Outpost,,,2023.0,1195.0,,34.98511,31.500509,active,,נגוהות צפון שכונת הכרם
330,Elhai Farm,חוות אלחי - שבי שומרון,Outpost,Peace Now,Shomron,Farm Outpost,,,2023.0,1216.0,,35.154199,32.27346,active,,חוות אלחי שבי שומרון
331,Sde Yonatan,שדה יונתן,Outpost,Peace Now,Gush Etzion,Outpost,,,2023.0,1196.0,,35.282089,31.890726,active,,שדה יונתן
332,Givat Haktoret,גבעת הקטורת,Outpost,Peace Now,Binyamin,Farm Outpost,,,2023.0,1162.0,,35.287236,32.061097,active,,גבעת הקטורת
333,Yahish Zion,יחיש ציון,Outpost,Peace Now,Binyamin,Outpost,,,2023.0,1204.0,,35.278539,31.888357,active,,יחיש ציון
334,Daroma Farm - Avigail East,אביגיל מזרח - חוות דרומא,Outpost,Peace Now,Har Hebron,Farm Outpost,,,2023.0,1197.0,,35.145968,31.397035,active,,אביגיל מזרח חוות דרומא
335,Batir Mahrur - Heletz,בתיר מחרור - חלץ,Outpost,Peace Now,Gush Etzion,Farm Outpost,,,2023.0,1198.0,,35.153266,31.716425,active,,בתיר מחרור חלץ
336,Nofei Elhanan,נופי אלחנן,Outpost,Peace Now,Shomron,Outpost,,,2023.0,1199.0,,35.132213,32.281599,active,,נופי אלחנן
